SpID,ES,Flight Code,Gender,Airline,A1. Nationality,A2. a. City,A2. b. Country,A3. Age Group (Please tick one box),A4. a. Total Nights,A4b. Place of Stay,A4.b.a.i. Did you stay at a resort?,A4.b. a. ii. Nights - 1,A4.b. a. ii. Nights - 2,A4.b. a. ii. Nights - 3,A4.b. a. ii. Nights - 4,A4.b.b.i. Male' City/Hulhumale/Villimale?,A4.b. b. ii. Nights,A4.b.c.i. Did you stay at a local island?,A4.b. c. i. What Local Island did you stay at?,A4.b. c. ii. Nights - 1,A4.b. c. i. What Local Island did you stay at? 2,A4.b. c. ii. Nights - 2,A4.b.d.i. Did you stay on liveaboard?,A4. b. d. i. What Boat/ Safari vessel did you stay at?,A4.b. d. ii. Nights,A5. How many times have you visited the Maldives? (please tick one box),A6. With whom did you travel? (Please tick one box),"A7. a. How many adults were there in your travel group, including yourself?","A7.b. How many children (below 18 years) were there in your travel group, including yourself?",B1.a. Word of Mouth,B1. b. Internet,B1.c. Travel Agent,B1.d. Magazines,B1.e. TV,B1.f. Guidebook,B1.g. Outdoor advertising,B1.h. Newspaper,B1.i. Fairs/Exhibitions,B1.j. Radio,B1.k. Visited Maldives before,B2.a. Beach,B2.b. Weather,B2.c. Underwater beauty,B2.d. Reputation/ well-known,B2.e. Uniqueness,B2.f. Peacefulness,B2.g. Privacy,B2.h. Small islands,"B2. Other, please specify",B3.a. Health & Wellness,B3.b. Honeymoon,B3.c. Wedding,B3.d. Birthday celebration,B3.e. Diving,B3.f. Snorkeling,B3.g. Sailing,B3.h. Surfing,B3.i. Fishing,B3.j. Incentive visit,B3.k. Business conference,B3.l. Rest & relaxation,"B3. Other, please specify",B4. How were your airline reservations for this trip made? (Please tick one box),B5. How were your accommodation reservations for this trip made? (Please tick one box),B6.a. visitmaldives.com,B6.b. Trip Advisor,B6.c. LonelyPlanet,B6.d. Trivago,B6.e. Facebook,B6.f. Instagram,B6.g. Pinterest,B6.h. Weibo,B6.i. Skyscanner,B6.j. WeChat,B6.k. Kayak,B6.l. Online travel blogs,B7.a. HolidayCheck,B7.b. Booking.com,B7.c. Expedia,B7.d. Agoda,B7.e. Hotels.com,B7.f. cTrip,B7.g. Makemytrip,B7.h. Qunar.com,B8. Booking Period,C1. What was the MAIN method of transportion from the Velana International Airport to your place of stay?,"C1. Other, please specify",C2. Wait at Velana,C3. i. Velana to POS,C3.3 hours or more ,C4. i. Satisfaction with hotel/ resort transfer,C4. ii. Please explain your reasons - 1,C4. ii. Please explain your reasons - 2,C4. ii. Please explain your reasons 3,C5. What type of meal plan did you use during your stay? (Please tick one box),"C6. In general, how did you find the prices charged for the following? - a. Room","C6. In general, how did you find the prices charged for the following? - b. Food","C6. In general, how did you find the prices charged for the following? - c. Water","C6. In general, how did you find the prices charged for the following? - d. Soft drinks","C6. In general, how did you find the prices charged for the following? - e. Alcoholic beverages","C6. In general, how did you find the prices charged for the following? - f. Internet","C6. In general, how did you find the prices charged for the following? - g. Sports activities","C6. In general, how did you find the prices charged for the following? - h. Diving","C6. In general, how did you find the prices charged for the following? - i. Spa treatments","C6. In general, how did you find the prices charged for the following? - j. Excursions","C6. In general, how did you find the prices charged for the following? - k. Souvenirs","C6. In general, how did you find the prices charged for the following? - l. Telephone",C7. How would you rate the following at your place of stay? - a. Comfort,C7. How would you rate the following at your place of stay? - b. TV Channels,C7. How would you rate the following at your place of stay? - c. Cleanliness,C7. How would you rate the following at your place of stay? - d. Service,C7. How would you rate the following at your place of stay? - e. Internet,C7. How would you rate the following at your place of stay? - f. Safety,C7. How would you rate the following at your place of stay? - g. Friendliness of staff,C7. How would you rate the following at your place of stay? - h. Quality of food,C7. How would you rate the following at your place of stay? - i. Maldivian cuisine,C7. How would you rate the following at your place of stay? - j. Diversity of food choices,C8. How would you rate the following activities? - a. Sight-seeing,C8. How would you rate the following activities? - b. Spa,C8. How would you rate the following activities? - c. Picnic/sandbank visit,C8. How would you rate the following activities? - d. Local island visit,C8. How would you rate the following activities? - e. Diving,C8. How would you rate the following activities? - f. Snorkeling,C8. How would you rate the following activities? - g. Surfing,C8. How would you rate the following activities? - h. Dolphin watching,C8. How would you rate the following activities? - i. Whale watching,C8. How would you rate the following activities? - j. Shopping,C8. How would you rate the following activities? - k. Water sports,C8. How would you rate the following activities? - l. Night fishing,C9. a. Did you visit Baa Atoll Biosphere Reserve (Hanifaru Bay)?,C9. b. Did you go Whale shark watching (Ari Atoll)?,C9. c. i. Did you visit Cultural and heritage sites?,"C9. c. ii. If you went to cultural and heritage sites, please specify",C9. d. i. Did you visit Surf spots?,"C9. d. ii. If you went to surf spots, please specify",C9. e. If you went to any other place in Maldives please specify,C9. e. (i) If you went to any other place in Maldives please specify,C9. e. (ii) If you went to any other place in Maldives please specify,C9. e. (iii) If you went to any other place in Maldives please specify,C9. f. I did not visit any of the places mentioned above,D1. Which social media websites/apps are you using to share your holiday experience? (please tick all relevant boxes),D1.a. Instagram,D1.b. Facebook,D1.c. WeChat,D1.d. Weibo,D1.e. Snapchat,D1.f. Pinterest,D1.g. None,"D1. Other, please specify",D2. One Word 1 ,D2. One Word 2,D2. One Word 3,D2. One Word 4,D2. One Word 5,D2. One Word 6,D3. What did you like most about the Maldives?,D3. What did you like most about the Maldives? 2,D3. What did you like most about the Maldives? 3,D4. i. How satisfied are you with your holiday experience?,D4. ii. Please explain your reasons,D4. ii. Please explain your reasons 2,D4. ii. Please explain your reasons 3,D5. i. How likely are you to visit the Maldives again?,D5. ii. Please explain your reasons,D5. ii. Please explain your reasons,D5. ii. Please explain your reasons 3,D5. ii. Please explain your reasons 4,D6. i. How likely is it that you would recommend Maldives to others?,D6. ii. Please explain your reasons,D6. ii. Please explain your reasons 2,D6. ii. Please explain your reasons 3,D7. What would you like to change to make your holiday experience in the Maldives better? Please explain your reasons,D7. What would you like to change to make your holiday experience in the Maldives better? Please explain your reasons 2,D7. What would you like to change to make your holiday experience in the Maldives better? Please explain your reasons 3,D8. a. Have you ever visited any destination similar to the Maldives?,D8. b. Similar Destination 1,D8. b. Similar Destination 2,D8. b. Similar Destination 3,D8. b. Similar Destination 4,D8. b. Similar Destination 5,"D8 b.ii. Compared to that destination, how would you rate the Maldives? - a. Resorts and hotels","D8 b.ii. Compared to that destination, how would you rate the Maldives? - b. Friendliness of staff","D8 b.ii. Compared to that destination, how would you rate the Maldives? - c. Quality of the food","D8 b.ii. Compared to that destination, how would you rate the Maldives? - d. Beach","D8 b.ii. Compared to that destination, how would you rate the Maldives? - e. Underwater beauty","D8 b.ii. Compared to that destination, how would you rate the Maldives? - f. Safety/security","D8 b.ii. Compared to that destination, how would you rate the Maldives? - g. Value for money","D8 b.ii. Compared to that destination, how would you rate the Maldives? - h. Privacy",E1.a. Borders open during this period,E1.b. Easy flight connections and seat availability,E1.c. Covid-19 safety measures taken at destination,E1.d. Do not have to quarantine on arrival in your residential country,E1.e. Safe destination to travel with children and family,E1.f. Natural quarantine on island,"E1. Other, please specify",E2. When did you plan to visit the Maldives for this trip?,E3. i. Did you have to make any changes to your booking due to COVID-19?,E3.a. Rebooked due to COVID-19 Maldives border closure,E3.b. Rebooked due to safety concerns not relating to border closure,E3.c. Rebooked due to flight unavailability for booked dates,"E3.d. Other, specify","E3.ii. Other, please specify",E4. How many times did you have to postpose this trip due to Covid-19? (Please tick one box ),E5.a. Ministry of Tourism website (www.tourism.gov.mv),E5.b. Maldives HPA website (www.hpa.gov.mv),E5.c. www.visitmaldives.com,E5.d. Maldives Immigration website (www.immigration.gov.mv),E5.e. Travel Agent,E5.f. Tour operator,"E5. g. Other website, specify","E5. h. Other online sources, specify",How satisfied are you with the Covid-19 protocols in the Maldives? - a. Airport,How satisfied are you with the Covid-19 protocols in the Maldives? - b. Domestic Transport,How satisfied are you with the Covid-19 protocols in the Maldives? - c. Place of stay,How satisfied are you with the Covid-19 protocols in the Maldives? - d. Restaurant/ cafes,How satisfied are you with the Covid-19 protocols in the Maldives? - e. Recreation and entertainment,E7. Other Choice of Destination,,,E8. How concerned are you personally with contracting COVID-19? (Please tick one box ),E9. How concerned are/were you with the possibility of contracting COVID-19 during/at: - a. Check-in at international airport where you departed from,E9. How concerned are/were you with the possibility of contracting COVID-19 during/at: - b. On the flight,E9. How concerned are/were you with the possibility of contracting COVID-19 during/at: - c. At Velana International Airport in Maldives,E9. How concerned are/were you with the possibility of contracting COVID-19 during/at: - d. During resort transfer,E9. How concerned are/were you with the possibility of contracting COVID-19 during/at: - e. At the place you were staying – from staff interactions,E9. How concerned are/were you with the possibility of contracting COVID-19 during/at: - f. At the place you were staying – from other hygiene practices,E10. i. Did you extend your holiday in the Maldives because you or a family member tested positive for COVID-19 during your holiday in the Maldives?,"E10. If yes, how would you rate the following? - a. Testing","E10. If yes, how would you rate the following? - b. Isolation in the place of stay","E10. If yes, how would you rate the following? - c. Health care services","E10. If yes, how would you rate the following? - d. Social distancing arrangements","E10. If yes, how would you rate the following? - e. Food services","E10. If yes, how would you rate the following? - f. Room cleaning services","E10. If yes, how would you rate the following? - g. PPE(mask, gloves, sanitisers) use by staff",F1. i. Is this trip part of a package?,"F1. ii. If Yes, which of the following does your package include? (Please tick all that apply)",F1.a. Airfare,F1.b. Accommodation/ hotel,F1.c. Food and beverage,F1.d. Domestic travel,F1.e. Activities and entertainment,F1.f. Tours and excursions,F1.g. Cruise,F2. a. Currency (Please tick one box),F2. b. Total,F2. c. i. Accomodation,F2. c. ii. International Flight,F2. c. iii. Domestic travel,"F2. c. iv. Activities, attractions, entertainment",F2. c. v. Gifts and souvenirs,F2. c. vi. Food and beverages,F2. c. vii. Other,"F3. a. Did you stay in any other country, at least one night, before arriving in the Maldives?",F3.b. What countries did you visit on this trip before Maldives,Nights,F3.b. What countries did you visit on this trip before Maldives 2,Nights,F3.b. What countries did you visit on this trip before Maldives 3,Nights,F3.b. What countries did you visit on this trip before Maldives 4,Nights,F3.b. What countries did you visit on this trip before Maldives - Other (enter with commas if more than one),"Nights, Other (enter with commas if more than one)","F4. a. Will you be staying in any other country, at least for one night, after departing from Maldives?",F3.b.What countries are you planning to visit after departing from Maldives,Nights,F3.b.What countries are you planning to visit after departing from Maldives 2,Nights,F3.b.What countries are you planning to visit after departing from Maldives 3,Nights,F3.b.What countries are you planning to visit after departing from Maldives 4,Nights,F3.b.What countries are you planning to visit after departing from Maldives Other - please enter with commas if more than 1,"Nights, Other (enter with commas if more than one)"
202202-1029,1029,6E1784-5,Male,INDIGO,Indian,Mumbai,India,iii. 25-34 years,4,Resort,Resort,4,,,,,,,,,,,,,,a. First time,b. Partner,2,,,b. Internet,,d. Magazines,,,,,,,,a. Beach,,c. Underwater beauty,,,f. Peacefulness,g. Privacy,,,,b. Honeymoon,,,,,,,,,,l. Rest & relaxation,,a. Airline directly,c. Visited a travel agency to book,,,,,,,,,,,,,,,,,,,,,c. 2-4 weeks,c. Speedboat,,a. Less than 30 minutes,a. Less than 1 hour,,10,,,,d. Full board (three meals included0,Expensive,Expensive,Expensive,Expensive,Expensive,Expensive,Expensive,Expensive,Expensive,Expensive,Expensive,Expensive,Excellent,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,Excellent,Excellent,Excellent,,Average,,,Excellent,Excellent,No,No,No,,No,,,,,,Yes,a. Instagram,a. Instagram,,,,,,,,Sea,,,,,,,,,10,,,,10,,,,,10,,,,,,,No,,,,,,,,,,,,,,,b. Easy flight connections and seat availability,c. Covid-19 safety measures taken at destination,,,,,b. 2021,No,,,,,,b. Once,,,,,e. Travel Agent,,,,Satisfied,Satisfied,Very satisfied,Satisfied,Satisfied,,,,b. Somewhat concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,No,,,,,,,,Yes,"b. Accommodation/ hotel,c. Food and beverage,a. Airfare",a. Airfare,b. Accommodation/ hotel,c. Food and beverage,,,,,v. INR,8450,6370,468,78,26,,,,No,,,,,,,,,,,No,,,,,,,,,,
202202-1030,1030,LH704-5,Female,LUFTHANSA,German,Berlin,Germany,v. 45-54 years,7,Resort,Resort,7,,,,,,,,,,,,,,b. 2-5 times,b. Partner,2,,,,,,,,,,,,k. Visited Maldives before,a. Beach,b. Weather,c. Underwater beauty,,e. Uniqueness,f. Peacefulness,g. Privacy,h. Small islands,,,,,,,,,,,,,l. Rest & relaxation,,a. Airline directly,c. Visited a travel agency to book,,,,,,,,,,,,,,,,,,,,,g. Over one year before travel,c. Speedboat,,b. 30-60 minutes,a. Less than 1 hour,,8,,,,b. Bed and breakfast,Expensive,Expensive,Not applicable,Value for Money,Expensive,Not applicable,Not applicable,Not applicable,Expensive,Not applicable,Not applicable,Not applicable,Very Good,Poor,Excellent,Very Good,Poor,Excellent,Very Good,Excellent,Excellent,Excellent,,,,,,Excellent,,,,,,,No,No,No,,No,,,,,,Yes,g. None,,,,,,,g. None,,Peaceful,,,,,,Sea,Beach,Temperature,9,,,,10,,,,,10,,,,,,,Yes,Seychelles,Mauritius,Malaysia,,,Higher,Lower,Same,Higher,Higher,Higher,Higher,Higher,,b. Easy flight connections and seat availability,c. Covid-19 safety measures taken at destination,,,,,b. 2021,Yes,,,c. Rebooked due to flight unavailability for booked dates,,,a. None,,,,,,,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,,,,b. Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Not at all concerned,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202202-1031,1031,EK656-7,Male,EMIRATES,British,Reading,UK,vi. 55-64 years,21,Resort,Resort,21,,,,,,,,,,,,,,b. 2-5 times,b. Partner,2,,,,,,,,,,,,k. Visited Maldives before,a. Beach,b. Weather,c. Underwater beauty,,e. Uniqueness,f. Peacefulness,g. Privacy,h. Small islands,,,,,,,,,,,,,l. Rest & relaxation,,c. Travel agents/ Tour operator,a. Via Internet or travel agency/ tour operator website,,b. Trip Advisor,,,,,,,,,,,,,,,,,,,f. 6-12 months,c. Speedboat,,b. 30-60 minutes,a. Less than 1 hour,,9,,,,e. All inclusive,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Expensive,Value for Money,Expensive,Value for Money,Excellent,Excellent,Excellent,Excellent,Very Good,Excellent,Very Good,Excellent,Excellent,Excellent,Average,Poor,,,,Very Good,,,,,,Very Good,No,No,No,,No,,,,,,Yes,b. Facebook,,b. Facebook,,,,,,,Relax,,,,,,Island,,,9,,,,9,,,,,9,,,,,,,No,,,,,,,,,,,,,,,,c. Covid-19 safety measures taken at destination,,,,,b. 2021,No,,,,,,a. None,,,c. www.visitmaldives.com,,,,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Iceland,,,b. Somewhat concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,No,,,,,,,,Yes,"a. Airfare,c. Food and beverage",a. Airfare,,c. Food and beverage,,,,,ii. GBP,9240,,,,,,,,No,,,,,,,,,,,No,,,,,,,,,,
202202-1031,1031,BA061-0,Male,BRITISH AIRWAYS,British,Oxford,UK,v. 45-54 years,7,Resort,Resort,7,,,,,,,,,,,,,,a. First time,c. Family,2,2,,,,,,,,,,,,a. Beach,b. Weather,c. Underwater beauty,d. Reputation/ well-known,e. Uniqueness,f. Peacefulness,g. Privacy,h. Small islands,,,,,,,,,,,,,l. Rest & relaxation,,a. Airline directly,b. Via Internet on resort/ hotel website,,b. Trip Advisor,,,,,,,,,,,,,,,,,,,f. 6-12 months,b. Sea plane,,c. 1-2 hours,b. 1-3 hours,,9,,,,e. All inclusive,Expensive,,,,,,Expensive,Expensive,Expensive,Expensive,,,Excellent,,Excellent,Excellent,Average,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,,,Excellent,Excellent,,Excellent,,,,,No,No,No,,No,,,,,,Yes,b. Facebook,,b. Facebook,,,,,,,,,,,,,,,,9,,,,9,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202202-1032,1032,EK656-7,Female,EMIRATES,Slovak,Prague,Czechia,iii. 25-34 years,8,Resort,Resort,8,,,,,,,,,,,,,,a. First time,c. Family,3,,a. Word of Mouth,,,,,,,,,,,a. Beach,b. Weather,c. Underwater beauty,d. Reputation/ well-known,e. Uniqueness,f. Peacefulness,g. Privacy,h. Small islands,,a. Health & Wellness,,,,,,,,,,,l. Rest & relaxation,,c. Travel agents/ Tour operator,c. Visited a travel agency to book,,b. Trip Advisor,,,,f. Instagram,,,,,,,,,,,,,,,c. 2-4 weeks,c. Speedboat,,c. 1-2 hours,a. Less than 1 hour,,10,,,,e. All inclusive,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,Excellent,Excellent,,Excellent,,,,,No,No,No,,No,,,,,,Yes,a. Instagram,a. Instagram,,,,,,,,Amazing,,,,,,Sea,Beach,Food,10,,,,10,,,,,10,,,,,,,Yes,Seychelles,,,,,Higher,Higher,Higher,Higher,Higher,Higher,Higher,Higher,,b. Easy flight connections and seat availability,c. Covid-19 safety measures taken at destination,d. Do not have to quarantine on arrival in your residential country,e. Safe destination to travel with children and family,,,a. Last minute choice,No,,,,,,a. None,a. Ministry of Tourism website (www.tourism.gov.mv),,c. www.visitmaldives.com,,e. Travel Agent,,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,,,,b. Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,No,,,,,,,,Yes,"a. Airfare,b. Accommodation/ hotel,c. Food and beverage,e. Activities and entertainment,f. Tours and excursions,g. Cruise",a. Airfare,b. Accommodation/ hotel,c. Food and beverage,,e. Activities and entertainment,f. Tours and excursions,g. Cruise,iii. EUR,12100,,,,,,,,No,,,,,,,,,,,No,,,,,,,,,,
202202-1033,1033,EK656-7,Female,EMIRATES,Swiss,Sullens,Switzerland,iii. 25-34 years,8,Guesthouse,,,,,,,,Local Island,Gn Fuvahmulah,8,,,,,,a. First time,a. Travelled alone,1,,a. Word of Mouth,b. Internet,,,,,,,,,,,,c. Underwater beauty,,,,,,Tiger Sharks,,,,,e. Diving,,,,,,,,,c. Travel agents/ Tour operator,a. Via Internet or travel agency/ tour operator website,,,,,,f. Instagram,,,,,,,,,,,,,,,c. 2-4 weeks,a. Domestic flight,,b. 30-60 minutes,b. 1-3 hours,,9,Fast,Efficient,Unorganised,c. Half board (breakfast and one meal included),Expensive,Cheap,Cheap,Cheap,Not applicable,Expensive,Value for Money,Value for Money,,,,,Excellent,,Very Good,Excellent,Very Good,Excellent,Excellent,Excellent,Very Good,Very Good,,,,Excellent,Excellent,,,,,,,,No,No,No,,No,,,,,,No,a. Instagram,a. Instagram,,,,,,,,Brilliant,,,,,,Diving,Tiger shark,People,10,Sunny,Diving,,10,,,,,10,,,,,,,No,,,,,,,,,,,,,,,,,d. Do not have to quarantine on arrival in your residential country,,,,a. Last minute choice,No,,,,,,a. None,,,,,e. Travel Agent,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,,,b. Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,No,,,,,,,,Yes,"b. Accommodation/ hotel,c. Food and beverage,d. Domestic travel",,b. Accommodation/ hotel,c. Food and beverage,d. Domestic travel,,,,i. USD,4200,1421,1400,400,1200,,300,,No,,,,,,,,,,,No,,,,,,,,,,
202202-1034,1034,EK656-7,Female,EMIRATES,Czech,Prague,Czechia,ii. 18-24 years,10,Guesthouse,,,,,,,,Local Island,K Maafushi,10,,,,,,a. First time,b. Partner,2,,,b. Internet,,,,,,,,,,a. Beach,b. Weather,c. Underwater beauty,d. Reputation/ well-known,,,,,,,,,,,f. Snorkeling,,,,,,l. Rest & relaxation,,a. Airline directly,d. Booked by family/ friends/ employer,,b. Trip Advisor,,,,,,,,,,,,,,,,,,,c. 2-4 weeks,c. Speedboat,,b. 30-60 minutes,a. Less than 1 hour,,7,,,,c. Half board (breakfast and one meal included),Value for Money,Value for Money,Value for Money,Expensive,,,,,Value for Money,Expensive,Expensive,,Very Good,Poor,Excellent,Excellent,Average,Excellent,Excellent,Poor,Very Good,Very Poor,Very Poor,Excellent,Excellent,,,Very Good,,Very Good,,Very Good,,Average,No,No,No,,No,,,,,,No,"a. Instagram,b. Facebook,""h. Other, specify""",a. Instagram,b. Facebook,,,,,,Whatsapp,Weather,,,,,,Beach ,Temperature,Staff,8,Different culture,,,10,Luxury,,,,10,,,,Resort,,,No,,,,,,,,,,,,,,,,,d. Do not have to quarantine on arrival in your residential country,,,Hot Weather,a. Last minute choice,No,,,,,,a. None,,,,,,f. Tour operator,,,Very satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,,,b. Somewhat concerned,Very concerned,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,No,,,,,,,,No,,,,,,,,,i. USD,5400,2050,2000,,500,100,700,50,No,,,,,,,,,,,No,,,,,,,,,,
202202-1035,1035,EK656-7,Female,EMIRATES,Italian,,Italy,iii. 25-34 years,7,Resort,Resort,,,,,,,,,,,,,,,a. First time,b. Partner,2,,a. Word of Mouth,,,,,,,,,,,a. Beach,b. Weather,c. Underwater beauty,,,,,,,,,,,,,,,,,,l. Rest & relaxation,,c. Travel agents/ Tour operator,c. Visited a travel agency to book,,,,,,,,,,,,,,,,,,,,,e. 3-5 months,a. Domestic flight,,b. 30-60 minutes,b. 1-3 hours,,7,,,,d. Full board (three meals included0,Value for Money,Value for Money,Cheap,Expensive,Expensive,Cheap,Expensive,,,Expensive,Expensive,,Excellent,,Excellent,Excellent,Poor,Excellent,Very Good,Excellent,Excellent,Excellent,,,,Very Good,,Very Good,,Excellent,,,Average,,No,No,No,,No,,,,,,Yes,,,,,,,,,,Relax,,,,,,Dolphins,Sea,,10,,,,6,,,,,10,,,,,,,No,,,,,,,,,,,,,,a. Borders open during this period,,,,,,,b. 2021,No,,,,,,a. None,,,,,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,,,a. Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,No,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,No,,,,,,,,,,
202202-1037,1037,EK656-7,Male,EMIRATES,British,Frizington,UK,vi. 55-64 years,12,Resort,Resort,12,,,,,,,,,,,,,,a. First time,c. Family,4,1,a. Word of Mouth,b. Internet,,,,,,,,,,a. Beach,b. Weather,,d. Reputation/ well-known,,,,,,,,,d. Birthday celebration,,,,,,,,,,a. Airline directly,d. Booked by family/ friends/ employer,,b. Trip Advisor,,,,,,,,,,,,b. Booking.com,,,,,,,e. 3-5 months,c. Speedboat,,a. Less than 30 minutes,a. Less than 1 hour,,10,Seamless,,,e. All inclusive,Expensive,,,,,,Expensive,,,,,,Very Good,,Very Good,Excellent,Average,Very Good,Excellent,Very Good,Very Good,Average,,,,,,Very Good,,,,,,,No,No,No,,No,,,,,,Yes,b. Facebook,,b. Facebook,,,,,,,Relax,,,,,,Beach ,,,5,Got covid,,,2,Costly,,,,6,Good place,,,,,,Yes,Philippines,,,,,Same,Higher,Same,Higher,Same,Same,Lower,Same,a. Borders open during this period,,,,,,,c. 2020,No,,,,,,a. None,,,,,,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,,,b. Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Not at all concerned,Yes,Very satisfied,Satisfied,Satisfied,Satisfied,Satisfied,,Satisfied,No,,,,,,,,,ii. GBP,6600,5280,1320,,,,,,No,,,,,,,,,,,Yes,United Arab Emirates,18,,,,,,,,
202202-1038,1038,EK656-7,Female,EMIRATES,Pakistani,Gujranwala,Pakistan,ii. 18-24 years,5,Guesthouse,,,,,,Male'/Hulhumale'/Villimale',,Local Island,K Maafushi,,,,,,,a. First time,b. Partner,2,,,b. Internet,,,,,,,,,,,,,,,,g. Privacy,,,,b. Honeymoon,,,,,,,,,,,,c. Travel agents/ Tour operator,d. Booked by family/ friends/ employer,,b. Trip Advisor,,,,,,,,,,,,,,,,,,,a. Less than a week,c. Speedboat,,a. Less than 30 minutes,b. 1-3 hours,,2,,,,d. Full board (three meals included0,Value for Money,Value for Money,Value for Money,Value for Money,Expensive,Value for Money,Expensive,Expensive,Value for Money,,Value for Money,,Very Good,Average,Very Good,Very Good,Average,Very Good,Excellent,Average,Poor,Very Poor,,,Very Good,Excellent,Very Good,,,,,Average,Very Good,,No,No,No,,No,,,,,,Yes,e. Snapchat,,,,,e. Snapchat,,,,Wonderful,,,,,,Beach,,,9,,,,8,,,,,9,,,,,,,No,,,,,,,,,,,,,,,,,,,f. Natural quarantine on island,,b. 2021,No,,,,,,a. None,,,,,,,,,Very satisfied,Satisfied,Satisfied,Very satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202202-1040,1040,EK656-7,Male,EMIRATES,German,The Hague,Netherlands,iv. 35-44 years,8,Resort & Guesthouse,Resort,7,,,,Male'/Hulhumale'/Villimale',1,,,,,,,,,a. First time,c. Family,2,2,,b. Internet,,,e. TV,,,,,,,a. Beach,b. Weather,c. Underwater beauty,d. Reputation/ well-known,,,,h. Small islands,,,,,,e. Diving,f. Snorkeling,,,,,,l. Rest & relaxation,,a. Airline directly,b. Via Internet on resort/ hotel website,,,,,,f. Instagram,,,,,,,,,,,,,,,f. 6-12 months,a. Domestic flight,,a. Less than 30 minutes,b. 1-3 hours,,8,,,,e. All inclusive,Expensive,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Value for Money,Excellent,,Excellent,Excellent,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,Excellent,,Excellent,,Excellent,Excellent,,No,No,No,,No,,,,,,Yes,"a. Instagram,b. Facebook",a. Instagram,b. Facebook,,,,,,,,,,,,,,,,10,,,,10,,,,,10,,,,,,,No,,,,,,,,,,,,,,a. Borders open during this period,b. Easy flight connections and seat availability,,d. Do not have to quarantine on arrival in your residential country,,,,b. 2021,No,,,,,,a. None,,b. Maldives HPA website (www.hpa.gov.mv),,,,,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,,,,b. Somewhat concerned,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,Very concerned,No,,,,,,,,No,,,,,,,,,iii. EUR,12100,7480,3300,,1100,220,,,No,,,,,,,,,,,Yes,Germany,7,,,,,,,,
